nctId,title,sponsor,primaryCompletionDate,completionDate,overallStatus,hasResults,classifiedStatus,reason
NCT00647556,"Adapalene Gel 0.3% Versus Tretinoin 0.05% Emollient Cream for Treatment of Photodamage","Galderma R&D",2010-01,2010-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01147822,"Pazopanib Versus Sunitinib in the Treatment of Asian Subjects With Locally Advanced and/or Metastatic Renal Cell Carcinoma","Novartis Pharmaceuticals",2012-05-21,2021-09-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04365153,"Canakinumab in Covid-19 Cardiac Injury (The Three C Study)","The Cleveland Clinic",2021-02-02,2021-04-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02858037,"Trial to Assess the Continued Safety of and Adherence to a Vaginal Ring Containing Dapivirine in Women","International Partnership for Microbicides, Inc.",2018-10-10,2018-10-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01505439,"A Study to Estimate the Efficacy and Safety of Solifenacin in Female With Stress Urinary Incontinence and Urgency Urinary Incontinence","Jeong Gu Lee",2014-06,2014-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3678d and no coverage in 3678d — the press dropped a still-unresolved story."
NCT03536039,"RCHOP Chemoimmunotherapy Preceded BY BBB Permeabilization by t-NGR Necrosis Factor","Andres J. M. Ferreri",2019-01-27,2020-01-27,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1438d and no coverage in 1438d — the press dropped a still-unresolved story."
NCT01134575,"CMC-544 in Relapsed Refractory Acute Lymphoblastic Leukemia (ALL)","M.D. Anderson Cancer Center",2018-04-18,2018-04-18,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03300557,"Exemestane in Treating Patients With Complex Atypical Hyperplasia of the Endometrium/Endometrial Intraepithelial Neoplasia or Low Grade Endometrial Cancer","National Cancer Institute (NCI)",2023-12-13,2025-08-14,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02755857,"Bioavailability Study of Lozanoc™ 65 mg Itraconazole Capsules in Patients Requiring Prophylaxis","Mayne Pharma International Pty Ltd",2016-12,2017-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2815d and no coverage in 2815d — the press dropped a still-unresolved story."
NCT02918357,"Gallium-68 PSMA-11 PET in Patients With Biochemical Recurrence","University of California, San Francisco",2017-09-21,2017-09-21,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02419001,"A Study to Evaluate the Effect of SYN-004 on the PK of IV Ceftriaxone in Adults With a Functioning Ileostomy","Theriva Biologics, Inc.",2015-09,2015-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01485601,"Safety and Efficacy Study of Botulinum Toxin Type A to Treat Glabellar Lines","Medy-Tox",2012-03-30,2012-08-17,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04168112,"Intracanalicular Dexamethasone Insert for Post-Corneal Cross-Linking Inflammation and Pain- The LINK Study","Sight Medical Doctors PLLC",2022-10-24,2023-04-05,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02507219,"Study of Ibuprofen Effects on Brain Function","Laureate Institute for Brain Research, Inc.",2015-10,2015-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02515630,"Momelotinib in Transfusion-Dependent Adults With Primary Myelofibrosis (PMF) or Post-polycythemia Vera or Post-essential Thrombocythemia Myelofibrosis (Post-PV/ET MF)","Sierra Oncology LLC - a GSK company",2017-07-18,2017-08-15,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02748265,"Nebulized Epoprostenol (FLOLAN) and Phenylephrine on One Lung Ventilation (OLV)","University Health Network, Toronto",2017-07-30,2018-12-31,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2612d and no coverage in 2612d — the press dropped a still-unresolved story."
NCT02678767,"Ferumoxytol-enhanced Imaging and Mapping in neuroAIDS","Beau Nakamoto",2017-09,2017-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3179d and no coverage in 3179d — the press dropped a still-unresolved story."
NCT00913367,"Efficacy/Safety Study of Amaryl®M 1/500 mg Twice Daily Versus Amaryl® 4 mg Both in Combination With Lantus® in Type 2 Diabetes Mellitus","Handok Inc.",2010-11,2010-11,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4853d and no coverage in 4853d — the press dropped a still-unresolved story."
NCT03145766,"Immunogenicity and Safety of a Purified Vero Rabies Vaccine","Sanofi Pasteur, a Sanofi Company",2018-01-08,2018-01-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00501956,"Intradialytic Parenteral Nutrition in Hemodialysis Patients","Fresenius Kabi",2010-12,2010-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3782d and no coverage in 3782d — the press dropped a still-unresolved story."
NCT01569451,"Comparison of Rituximab Induction Therapy Followed by Glatiramer Acetate","University of Colorado, Denver",2015-05,2015-05,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02067351,"Mindfulness-Based Intervention in Breast Cancer Patients Undergoing Chemotherapy","Mayo Clinic",2017-01,2017-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2321d and no coverage in 2321d — the press dropped a still-unresolved story."
NCT00691002,"Efficacy and Safety of Calcipotriol Plus Hydrocortisone Ointment in Psoriasis Vulgaris on the Face and Skin Folds","LEO Pharma",2010-01,2010-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03324802,"Hypofractionated Radiation Therapy in Preventing Recurrence in Patients With Breast Cancer After Surgery","Mayo Clinic",2022-01-31,2023-08-28,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01253902,"Ocular Surface Tolerability Study of Prostaglandin Analogues in Patients With Open-Angle Glaucoma or Ocular Hypertension","Allergan",2011-10,2011-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00362037,"I SELECT - Irbesartan In Hypertensive Patients With Left Ventricular Hypertrophy","Sanofi",2008-06,2008-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5521d and no coverage in 5521d — the press dropped a still-unresolved story."
NCT02404337,"Betaine METABOLISM OF PATIENTS With Homocystinuria","Assistance Publique - Hôpitaux de Paris",2017-12,2018-02,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1254d and no coverage in 1254d — the press dropped a still-unresolved story."
NCT01911845,"An Open-label, Single Arm, Phase 2 Study to Evaluate ABT-450/r/ABT-267 and ABT-333 With Ribavirin (RBV) in Adults With Genotype 1 HCV Infection Taking Methadone or Buprenorphine","AbbVie",2013-12,2014-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02433639,"Study of TH-302 Monotherapy as Second-line Treatment in Advanced Biliary Tract Cancer","Seoul National University Hospital",2017-10,2017-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2861d and no coverage in 2861d — the press dropped a still-unresolved story."
NCT01714739,"A Study of an Anti-KIR Antibody Lirilumab in Combination With an Anti-PD1 Antibody Nivolumab and Nivolumab Plus an Anti-CTLA-4 Ipilimumab Antibody in Patients With Advanced Solid Tumors","Bristol-Myers Squibb",2019-12-13,2019-12-13,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02978612,"Adjuvant Chemotherapy In Elderly With Colon Cancer Stage III","Oslo University Hospital",2022-11,2025-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 309d and no coverage in 309d — the press dropped a still-unresolved story."
NCT02597712,"YF476 in Barrett's Esophagus","Trio Medicines Ltd.",2017-11-28,2017-12-27,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02913612,"Efficacy, Safety and Pharmacokinetics of Topical Timolol in Infants With Infantile Hemangioma (IH)","Kanecia Obie Zimmerman",2020-10-20,2020-10-20,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00398281,"Dutasteride Followed By Ultrasound-Guided Biopsy in Finding Prostate Cancer","Sidney Kimmel Comprehensive Cancer Center at Thomas Jefferson University",2010-07,2012-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4565d and no coverage in 4565d — the press dropped a still-unresolved story."
NCT03203681,"Natesto Effects on Testosterone, Luteinizing Hormone, Follicle Stimulating Hormone and Semen Parameters","University of Miami",2020-06-01,2020-06-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02497781,"Evaluation of Safety, Pharmacokinetics and Efficacy of Ceftazidime and Avibactam (CAZ-AVI ) Compared With Cefepime in Children From 3 Months to Less Than 18 Years of Age With Complicated Urinary Tract Infections (cUTIs)","Pfizer",2017-09-15,2017-09-15,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00520481,"Study With IMC-A12 (Cixutumumab) in Patients Who Have Not Previously Been Treated With Chemotherapy With Metastatic Prostate Cancer","Eli Lilly and Company",2012-01,2013-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT05430919,"Efficacy of the Anti-Bet v 1 Monoclonal Antibodies (Given Subcutaneously) to Reduce Allergic Rhinitis and Conjunctivitis Symptoms and Skin Test Reactivity Upon Exposure to Birch Allergen in Adult Participants","Regeneron Pharmaceuticals",2023-07-31,2023-07-31,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02711319,"Non-invasive Brain Stimulation for Gait Improvement in Patients With Spinal Cord Injury","Institut Guttmann",2015-06,2015-08,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3768d and no coverage in 3768d — the press dropped a still-unresolved story."
NCT00874419,"Erlotinib Versus Gemcitabine/Carboplatin in Chemo-naive Stage IIIB/IV Non-Small Cell Lung Cancer Patients With Epidermal Growth Factor Receptor (EGFR) Exon 19 or 21 Mutation","Tongji University",2010-07,2012-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4307d and no coverage in 4307d — the press dropped a still-unresolved story."
NCT01861119,"Silicone Gel Versus Onion Extract Gel as Prevention for Postsurgical Scars","CHA University",2014-02-01,2014-05-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2509d and no coverage in 2509d — the press dropped a still-unresolved story."
NCT05139030,"Phase 3 Adductor Canal Block With EXPAREL in Subjects Undergoing Primary Unilateral Total Knee Arthroplasty","Pacira Pharmaceuticals, Inc",2022-07-11,2022-07-11,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02401828,"The Dolutegravir Antiretroviral Mono-Therapy for HIV Trial","Erasmus Medical Center",2017-06,2017-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2356d and no coverage in 2356d — the press dropped a still-unresolved story."
NCT00844428,"Open Label Controlled Trial of Eculizumab in Adolescent Patients With Plasma Therapy-Sensitive aHUS","Alexion Pharmaceuticals, Inc.",2010-10,2013-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00501969,"An Open-Label Extension Trial to Assess the Safety of Long-Term Treatment of Rotigotine in Advanced-Stage Parkinson's Disease","UCB Pharma",2008-12,2008-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00752869,"Efficacy Study for Use of Dutasteride (Avodart) With Testosterone Replacement","The Miriam Hospital",2012-03,2012-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4883d and no coverage in 4883d — the press dropped a still-unresolved story."
NCT04235569,"Warfarin Initiation in Mechanical Mitral Valve Replacement Patients","Sarah Sabry Hashem",2019-01-01,2019-09-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2357d and no coverage in 2357d — the press dropped a still-unresolved story."
NCT00612183,"Clinical Study on SyB L-0501 in Patients With Indolent B-cell Non-Hodgkin's Lymphoma or Mantle Cell Lymphoma","SymBio Pharmaceuticals",2009-09,2009-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5833d and no coverage in 5833d — the press dropped a still-unresolved story."
NCT00890383,"Colloids in Severe Trauma","University of the Philippines",2009-11,2009-11,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 6072d and no coverage in 6072d — the press dropped a still-unresolved story."
NCT03844841,"The Deep Sedation for Ablation Study","Insel Gruppe AG, University Hospital Bern",2020-12-31,2020-12-31,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1993d and no coverage in 1993d — the press dropped a still-unresolved story."
NCT01404741,"5-azacytidine Treatment Versus 5-azacytidine Followed by Allogeneic Stem Cell Transplantation in Elderly Patients With Myelodysplastic Syndrome (MDS)","Universitätsklinikum Hamburg-Eppendorf",2020-05,2021-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 988d and no coverage in 988d — the press dropped a still-unresolved story."
NCT00389441,"Study Of AG-013736 In Patients With 131I-Refractory Thyroid Cancer","Pfizer",2012-09,2012-09,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02722941,"Panobinostat (LBH589): Multiple Myeloma - Autologous Hematopoietic Cell Transplantation (HCT)","H. Lee Moffitt Cancer Center and Research Institute",2020-06-07,2021-01-18,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT05376241,"Promoting Informed Choice for Breast Cancer Screening","University of Colorado, Denver",2022-05-07,2022-05-07,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03196505,"The Effect of Liposomal Bupivacaine on Post Operative Pain and Narcotic Use After Bariatric Surgery","University of California, San Francisco",2019-07-31,2019-07-31,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01844505,"Phase 3 Study of Nivolumab or Nivolumab Plus Ipilimumab Versus Ipilimumab Alone in Previously Untreated Advanced Melanoma (CheckMate 067)","Bristol-Myers Squibb",2016-08-01,2024-04-19,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00591851,"Phase II Study of Dose-Dense Doxurubicin and Cyclophosphamide (AC) Followed By Paclitaxel With Trastuzumab in HER2/ NEU-Amplified Breast Cancer: Feasibility","Memorial Sloan Kettering Cancer Center",2008-06,2008-06,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01887951,"Penthrox Versus Tramadol for SCDF","Singapore General Hospital",2014-08,2015-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3438d and no coverage in 3438d — the press dropped a still-unresolved story."
NCT02787551,"Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination (FRC) Versus GLP-1 Receptor Agonist in Patients With Type 2 Diabetes, With a FRC Extension Period","Sanofi",2018-05-25,2018-11-17,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03717129,"Analysis of Crushed and Whole Tablet Genvoya","Johns Hopkins University",2021-11-01,2021-11-01,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01157351,"15 Month Study for Adults Who Have Been Diagnosed With Schizophrenia and Incarcerated","Janssen Scientific Affairs, LLC",2013-12,2013-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01551953,"BEAM COPD: Breathing, Education, Awareness and Movement in Chronic Obstructive Pulmonary Disease (COPD)","Beth Israel Deaconess Medical Center",2016-04,2016-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3421d and no coverage in 3421d — the press dropped a still-unresolved story."
NCT03852537,"Steroid Dosing by bioMARker Guided Titration in Critically Ill Patients With Pneumonia","Mayo Clinic",2020-11-17,2020-11-17,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04535037,"A Study to Evaluate Immunogenicity and Safety of GlaxoSmithKline (GSK)'s Infanrix Hexa Vaccine (DTPa-HBV-IPV/Hib) Versus MCM Vaccine BV's Vaxelis Vaccine (DTaP5-HBV-IPV-Hib) in Healthy Infants and Toddlers","GlaxoSmithKline",2022-07-25,2022-07-25,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00787345,"Simulation-based Training for Surgery Residents in Aseptic Techniques","St. Luke's-Roosevelt Hospital Center",2010-07,2010-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5771d and no coverage in 5771d — the press dropped a still-unresolved story."
NCT02184572,"Safety and Immunogenicity Study of GlaxoSmithKline (GSK) Biologicals' Measles, Mumps and Rubella (MMR) Vaccine (209762) Compared to Merck & Co., Inc.'s MMR Vaccine in Healthy Children 12 to 15 Months of Age","GlaxoSmithKline",2015-08-14,2015-12-22,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04000139,"Anthocyanin Rich Extract (ACRE) in Patients With Ulcerative Colitis","University of Zurich",2021-03-11,2021-03-11,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1887d and no coverage in 1887d — the press dropped a still-unresolved story."
NCT01637077,"Pregabalin in Preventing Acute Pain Syndrome in Patients Receiving Paclitaxel","Academic and Community Cancer Research United",2013-11,2016-04,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00459277,"Efficacy & Safety Study of Nasalfent (Fentanyl Citrate Nasal Spray) for Treatment of Breakthrough Cancer Pain in Patients Taking Regular Opioids","Archimedes Development Ltd",2008-07,2008-08,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5281d and no coverage in 5281d — the press dropped a still-unresolved story."
NCT00684775,"Employment-Based Depot Naltrexone Clinical Trial II","Johns Hopkins University",2010-04-30,2010-04-30,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00916175,"Metabolic Syndrome and Functional Food","Universidad Autonoma de Nuevo Leon",2008-12,2009-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3508d and no coverage in 3508d — the press dropped a still-unresolved story."
NCT05190575,"TST001 in Patients With CLDN18.2 Positive Previously Treated Advanced Biliary Tract Cancer","Shanghai Zhongshan Hospital",2023-05-06,2023-05-06,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1080d and no coverage in 1080d — the press dropped a still-unresolved story."
NCT01651975,"Evaluation of Two Different Thickening Products in Patients With Dysphagia","University of California, Davis",2011-04,2011-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3329d and no coverage in 3329d — the press dropped a still-unresolved story."
NCT01971775,"Clinical Study for Energy Based Devices in Open Gastrectomy for Gastric Cancer","Seoul National University Hospital",2013-05,,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4638d and no coverage in 4638d — the press dropped a still-unresolved story."
NCT04062175,"Efficacy of Adding Azithromycin to Cephalosporin Before Cesarean Delivery","Ain Shams University",2019-06-20,2019-07-18,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2517d and no coverage in 2517d — the press dropped a still-unresolved story."
NCT00264875,"Open Label Safety And Efficacy Study Of Pregabalin In Subjects With Nerve Pain Asociated With Human Immunodeficiency Virus (HIV) Neuropathy","Pfizer's Upjohn has merged with Mylan to form Viatris Inc.",2008-02,2008-02,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02194075,"Methylphenidate Hydrochloride Controlled-Release Tablets Augmentation Strategy for Patients With Obsessive Compulsive Disorder","Guangdong Provincial People's Hospital",2015-10,2015-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 3914d and no coverage in 3914d — the press dropped a still-unresolved story."
NCT02646657,"An Open Label Phase 4 Study to Evaluate Efficacy of Early Versus Late Use of Vedolizumab in Ulcerative Colitis","Geert D'Haens",2020-08,2020-08,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2102d and no coverage in 2102d — the press dropped a still-unresolved story."
NCT05481957,"Vortioxetine Adjunctive Treatment in Bipolar Depression","First Affiliated Hospital of Zhejiang University",2023-06-28,2023-08-15,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1031d and no coverage in 1031d — the press dropped a still-unresolved story."
NCT00426101,"Treatment Protocol for Hemophagocytic Lymphohistiocytosis 2004","Karolinska University Hospital",2011-12,2017-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2928d and no coverage in 2928d — the press dropped a still-unresolved story."
NCT02709512,"Ph 2/3 Study in Subjects With MPM to Assess ADI-PEG 20 With Pemetrexed and Cisplatin","Polaris Group",2022-08-15,2022-08-15,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02180412,"Controlled Trial of Panhematin in Treatment of Acute Attacks of Porphyria","The University of Texas Medical Branch, Galveston",2022-02-03,2022-02-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00530530,"ASP8825 - Study in Patients With Restless Legs Syndrome","Astellas Pharma Inc",2009-01,2009-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4273d and no coverage in 4273d — the press dropped a still-unresolved story."
NCT00615030,"Study of Indacaterol Dosed in the Evening in Patients With Chronic Obstructive Pulmonary Disease (COPD)","Novartis",2008-07,2008-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02473328,"Study Evaluating the Efficacy of a Reduced Dose Atazanavir in HIV-1-infected Patients","Centre de Recherches et d'Etude sur la Pathologie Tropicale et le Sida",2017-12,2017-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2881d and no coverage in 2881d — the press dropped a still-unresolved story."
NCT00114465,"VSL#3 Versus Placebo in Maintenance of Remission in Crohn's Disease","Orphan Australia",2008-12,2008-12,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 6140d and no coverage in 6140d — the press dropped a still-unresolved story."
NCT00130195,"Study of Imatinib-Combined Chemotherapy for BCR-ABL-Positive Acute Lymphoblastic Leukemia (ALL)","Japan Adult Leukemia Study Group",2008-02,2008-05,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 6448d and no coverage in 6448d — the press dropped a still-unresolved story."
NCT00227695,"Rituximab in Treating Patients With Follicular Non-Hodgkin's Lymphoma","Swiss Cancer Institute",2013-05-03,2017-12-19,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2614d and no coverage in 2614d — the press dropped a still-unresolved story."
NCT01074294,"Study of the Safety and Efficacy of OPC-34712 as a Complementary Therapy in the Treatment of Adult Attention Deficit/Hyperactivity Disorder","Otsuka Pharmaceutical Development & Commercialization, Inc.",2011-06-20,2011-06-20,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT05718466,"Stereotactic Radiology Versus Chemotherapy for Recurrent/Progressive Glioblastoma After Second-Line Chemotherapy","Henry Ford Health System",2016-12,2016-12,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01073722,"EZ Blocker Versus Left Sided Double-lumen Tube","Radboud University Medical Center",2011-04,2011-04,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5549d and no coverage in 5549d — the press dropped a still-unresolved story."
NCT00551551,"Prenatal Pelvic Floor Prevention (3PN)","Centre Hospitalier Universitaire de la Réunion",2011-09,2011-09,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4733d and no coverage in 4733d — the press dropped a still-unresolved story."
NCT01289431,"Mapracorat Ophthalmic Formulation in Subjects With Allergic Conjunctivitis","Bausch & Lomb Incorporated",2011-04,2011-04,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00426153,"Octreotide in Severe Polycystic Liver Disease","Mayo Clinic",2008-10,2008-10,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00826137,"Preventing Childhood Antibiotic-associated Diarrhea by Prebiotics","Soroka University Medical Center",2009-12,2010-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 5140d and no coverage in 5140d — the press dropped a still-unresolved story."
NCT04466137,"Phase 3 Study to Evaluate the Safety and Efficacy of YPEG-rhG-CSF in Malignancies Receiving Chemotherapy","Xiamen Amoytop Biotech Co., Ltd.",2021-06-24,2021-09-01,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1613d and no coverage in 1613d — the press dropped a still-unresolved story."
NCT02393937,"A Therapeutic Equivalence Study of Two Metronidazole Gel 1% Topical Treatments of Rosacea","bioRASI, LLC",2015-07,2015-10,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2137d and no coverage in 2137d — the press dropped a still-unresolved story."
NCT04595045,"Botulinum Toxin in Patients With Spastic Lower Limb Paresis Associated With Multiple Sclerosis","Aránzazu Vázquez Doce",2022-07-28,2022-07-28,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1432d and no coverage in 1432d — the press dropped a still-unresolved story."
NCT04581395,"The Effect of Pretreatment With Roc on Succinylcholine Myalgias","Indiana University",2023-04-25,2023-04-25,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT04405739,"The Safety of Molnupiravir (EIDD-2801) and Its Effect on Viral Shedding of SARS-CoV-2 (END-COVID)","Ridgeback Biotherapeutics, LP",2022-02-21,2022-02-21,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00506857,"Phase I/II Trial of Fludarabine Plus Busulfan and Allogeneic Progenitor Cell Support","M.D. Anderson Cancer Center",2011-08,2011-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT02364557,"Testing Whether Treating Breast Cancer Metastases With Surgery or High-Dose Radiation Improves Survival","NRG Oncology",2021-12-20,2025-09-04,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT00128401,"Use of an Antibiotic as an Enhancer for the Treatment of Social Phobia","National Institute of Mental Health (NIMH)",2012-06,2012-08,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT03564301,"Metronidazole as an Adjunct of Non- Surgical Treatment of Peri-implantitis","Juan Blanco Carrión",2020-03-01,2020-12-22,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 1900d and no coverage in 1900d — the press dropped a still-unresolved story."
NCT03853512,"A Study to Gain Information How Well Dexpanthenol Dermal Spray Helps the Skin to Recover After a Peeling in the External Genital Area of Women","Bayer",2019-03-13,2019-03-13,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2313d and no coverage in 2313d — the press dropped a still-unresolved story."
NCT03190330,"A Study to Assess Safety of ImbruvicaTM in Indian Participants With Chronic Lymphocytic Leukemia or Mantle Cell Lymphoma Who Have Received at Least One Prior Therapy or Chronic Lymphocytic Leukemia With 17p Deletion","Johnson & Johnson Private Limited",2023-05-03,2023-05-03,COMPLETED,true,RESOLVED,"Resolved (yes). Results posted on the registry."
NCT01796028,"Metformin-Docetaxel Association in Metastatic Hormone-refractory Prostate Cancer","Centre Antoine Lacassagne",2015-12,2018-05-31,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 2957d and no coverage in 2957d — the press dropped a still-unresolved story."
NCT02459028,"Positive Psychology Interventions in Individuals With Chronic Pain and Spinal Cord Injury","Swiss Paraplegic Research, Nottwil",2016-01,2016-03,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 976d and no coverage in 976d — the press dropped a still-unresolved story."
NCT01025128,"Vitamin D Status in Males in Jerusalem Area and Its Correlation to Parathyroid Hormone (PTH) Level and Bone Mineral Density","Clalit Health Services",2014-07,2014-07,COMPLETED,false,ORPHANED,"Open question, no pending trigger, no material movement in 4373d and no coverage in 4373d — the press dropped a still-unresolved story."
